Start_trang	End_trang	Clang_avg	Bx_avg(nT)	By_avg(nT)	Bz_avg(nT)
2018-01-06/07:10:00	2018-01-06/07:20:00	230.056	0.748	-3.322	-2.795
2018-01-06/08:05:00	2018-01-06/08:15:00	252.624	0.835	-3.817	-1.198
2018-01-06/08:50:00	2018-01-06/09:00:00	246.181	1.755	-3.427	-1.515
2018-01-06/09:20:00	2018-01-06/09:30:00	247.166	2.197	-3.517	-1.475
2018-01-06/09:50:00	2018-01-06/10:00:00	259.156	1.93	-3.76	-0.713
2018-01-06/10:20:00	2018-01-06/10:30:00	264.825	2.023	-3.657	-0.332
2018-01-06/10:50:00	2018-01-06/11:00:00	253.297	1.385	-3.622	-1.087
2018-01-06/12:30:00	2018-01-06/12:40:00	234.496	2.542	-1.89	-1.315
2018-01-06/16:40:00	2018-01-06/16:50:00	34.704	3.058	0.448	0.635
2018-01-06/17:45:00	2018-01-06/17:55:00	266.148	1.678	-2.852	-0.2
2018-01-06/18:15:00	2018-01-06/18:25:00	254.218	2.433	-1.868	-0.532
2018-01-07/00:30:00	2018-01-07/00:40:00	255.121	1.507	-2.893	-0.755
2018-01-07/01:00:00	2018-01-07/01:10:00	266.535	0.957	-3.237	-0.198
2018-01-07/01:30:00	2018-01-07/01:40:00	269.204	-0.07	-3.443	-0.047
2018-01-07/02:10:00	2018-01-07/02:20:00	277.432	-0.063	-3.593	0.472
2018-01-07/02:40:00	2018-01-07/02:50:00	275.386	0.22	-3.747	0.353
2018-01-07/03:20:00	2018-01-07/03:30:00	294.297	-0.253	-3.163	1.427
2018-01-07/04:05:00	2018-01-07/04:15:00	270.785	0.795	-3.287	0.042
2018-01-07/04:35:00	2018-01-07/04:45:00	284.256	0.012	-3.065	0.777
2018-01-07/05:05:00	2018-01-07/05:15:00	292.354	-0.003	-2.86	1.173
2018-01-07/05:40:00	2018-01-07/05:50:00	287.11	0.573	-3.768	1.157
2018-01-07/10:20:00	2018-01-07/10:30:00	264.937	1.028	-2.73	-0.235
2018-01-07/11:00:00	2018-01-07/11:10:00	279.186	0.817	-3.252	0.525
2018-01-07/11:30:00	2018-01-07/11:40:00	275.744	0.447	-3.37	0.338
2018-01-07/12:00:00	2018-01-07/12:10:00	275.713	0.122	-3.465	0.343
2018-01-07/12:45:00	2018-01-07/12:55:00	282.646	-0.485	-3.048	0.692
2018-01-07/13:15:00	2018-01-07/13:25:00	305.731	-0.132	-2.65	1.903
2018-01-07/14:15:00	2018-01-07/14:25:00	288.954	1.18	-3.398	1.17
2018-01-07/14:45:00	2018-01-07/14:55:00	294.245	1.658	-3.263	1.473
2018-01-07/18:25:00	2018-01-07/18:35:00	186.333	1.173	-0.445	-4.07
2018-01-07/19:05:00	2018-01-07/19:15:00	246.41	1.92	-3.83	-1.605
2018-01-07/19:50:00	2018-01-07/20:00:00	258.363	2.477	-3.368	-0.703
2018-01-07/20:30:00	2018-01-07/20:40:00	302.878	2.147	-2.338	1.522
2018-01-07/21:00:00	2018-01-07/21:10:00	291.308	2.34	-2.737	1.077
2018-01-07/21:40:00	2018-01-07/21:50:00	304.368	1.958	-2.563	1.743
2018-01-08/21:05:00	2018-01-08/21:15:00	67.232	-1.472	8.238	3.437
2018-01-09/03:05:00	2018-01-09/03:15:00	122.712	-0.873	3.26	-2.097
2018-01-09/03:55:00	2018-01-09/04:05:00	126.985	-1.115	3.298	-2.507
2018-01-09/04:55:00	2018-01-09/05:05:00	127.678	-3.347	1.237	-0.977
2018-01-09/05:45:00	2018-01-09/05:55:00	100.755	-4.343	1.377	-0.308
2018-01-09/13:25:00	2018-01-09/13:35:00	167.493	-2.847	0.302	-1.437
2018-01-09/14:00:00	2018-01-09/14:10:00	185.885	-2.698	-0.182	-1.817
2018-01-09/21:30:00	2018-01-09/21:40:00	45.295	-0.205	3.18	3.132
2018-01-10/00:20:00	2018-01-10/00:30:00	12.723	-3.242	0.817	3.54
2018-01-10/00:50:00	2018-01-10/01:00:00	15.577	-2.907	1.078	3.843
2018-01-10/02:50:00	2018-01-10/03:00:00	89.911	4.832	3.662	0.003
2018-01-10/03:20:00	2018-01-10/03:30:00	84.413	4.358	3.77	0.365
2018-01-10/04:20:00	2018-01-10/04:30:00	81.745	4.105	2.972	0.428
2018-01-10/04:50:00	2018-01-10/05:00:00	77.819	4.232	2.667	0.57
2018-01-11/14:40:00	2018-01-11/14:50:00	61.361	-3.757	2.34	1.22
2018-01-11/15:55:00	2018-01-11/16:05:00	47.011	-4.3	1.112	1.025
2018-01-11/16:25:00	2018-01-11/16:35:00	45.628	-3.517	1.79	1.715
2018-01-11/16:55:00	2018-01-11/17:05:00	51.945	-3.598	1.623	1.257
2018-01-11/19:30:00	2018-01-11/19:40:00	82.493	-2.94	1.465	0.22
2018-01-11/23:30:00	2018-01-11/23:40:00	21.812	-2.527	0.317	0.803
2018-01-12/06:35:00	2018-01-12/06:45:00	43.987	-2.472	1.32	1.443
2018-01-12/08:35:00	2018-01-12/08:45:00	170.572	0.108	0.528	-3.18
2018-01-12/09:15:00	2018-01-12/09:25:00	178.846	1.11	0.063	-3.098
2018-01-12/15:40:00	2018-01-12/15:50:00	257.562	-1.202	-3.88	-0.86
2018-01-12/16:20:00	2018-01-12/16:30:00	253.886	-1.18	-4.863	-1.4
2018-01-12/17:45:00	2018-01-12/17:55:00	269.041	-0.882	-5.663	-0.09
2018-01-12/18:15:00	2018-01-12/18:25:00	284.954	-0.64	-5.605	1.487
2018-01-12/19:00:00	2018-01-12/19:10:00	291.551	-0.888	-4.292	1.695
2018-01-12/19:30:00	2018-01-12/19:40:00	287.985	-0.752	-4.235	1.375
2018-01-12/22:40:00	2018-01-12/22:50:00	326.266	-2.33	-1.462	2.148
2018-01-12/23:15:00	2018-01-12/23:25:00	330.533	-2.582	-1.3	2.273
2018-01-13/01:25:00	2018-01-13/01:35:00	9.926	-2.787	0.473	2.692
2018-01-13/03:05:00	2018-01-13/03:15:00	62.548	-2.902	2.205	1.138
2018-01-13/06:35:00	2018-01-13/06:45:00	159.738	-0.21	1.312	-3.513
2018-01-13/08:20:00	2018-01-13/08:30:00	172.912	0.822	0.792	-6.378
2018-01-13/08:50:00	2018-01-13/09:00:00	186.159	1.382	-0.617	-5.78
2018-01-13/10:15:00	2018-01-13/10:25:00	206.401	1.992	-2.113	-4.278
2018-01-13/10:45:00	2018-01-13/10:55:00	207.729	2.233	-2.187	-4.177
2018-01-14/12:15:00	2018-01-14/12:25:00	28.87	-4.57	0.472	0.88
2018-01-14/12:55:00	2018-01-14/13:05:00	104.905	-3.793	2.792	-0.762
2018-01-14/13:25:00	2018-01-14/13:35:00	105.176	-4.12	2.483	-0.7
2018-01-14/23:45:00	2018-01-14/23:55:00	227.461	-3.568	-3.645	-3.35
2018-01-15/00:15:00	2018-01-15/00:25:00	253.475	-5.367	-3.925	-1.282
2018-01-15/00:45:00	2018-01-15/00:55:00	263.942	-4.9	-4.292	-0.485
2018-01-15/01:25:00	2018-01-15/01:35:00	293.433	-4.405	-3.987	1.702
2018-01-15/04:30:00	2018-01-15/04:40:00	126.298	0.52	3.215	-2.303
2018-01-15/05:00:00	2018-01-15/05:10:00	130.631	-0.335	2.97	-2.548
2018-01-15/21:00:00	2018-01-15/21:10:00	35.323	-2.508	1.63	2.288
2018-01-16/06:15:00	2018-01-16/06:25:00	293.081	-3.378	-1.373	0.585
2018-01-17/03:55:00	2018-01-17/04:05:00	126.918	-2.802	0.913	-0.695
2018-01-17/05:00:00	2018-01-17/05:10:00	111.293	-2.112	1.418	-0.498
2018-01-17/05:55:00	2018-01-17/06:05:00	85.541	-2.285	0.795	0.075
2018-01-17/06:45:00	2018-01-17/06:55:00	67.794	-2.487	1.72	0.692
2018-01-17/08:20:00	2018-01-17/08:30:00	114.405	-2.603	1.592	-0.725
2018-01-17/08:50:00	2018-01-17/09:00:00	110.602	-1.79	2.22	-0.832
2018-01-17/11:10:00	2018-01-17/11:20:00	94.615	-1.035	3.25	-0.255
2018-01-17/11:40:00	2018-01-17/11:50:00	91.451	-1.915	2.873	-0.078
2018-01-17/12:35:00	2018-01-17/12:45:00	136.711	-0.552	2.002	-2.14
2018-01-17/15:30:00	2018-01-17/15:40:00	19.51	-2.713	0.803	2.252
2018-01-17/16:30:00	2018-01-17/16:40:00	15.211	-2.835	0.763	2.803
2018-01-17/17:30:00	2018-01-17/17:40:00	36.311	-2.627	1.857	2.502
2018-01-17/18:00:00	2018-01-17/18:10:00	31.579	-2.963	1.433	2.295
2018-01-17/19:40:00	2018-01-17/19:50:00	62.338	-2.617	3.028	1.59
2018-01-17/20:10:00	2018-01-17/20:20:00	75.837	-1.433	3.953	0.998
2018-01-17/20:40:00	2018-01-17/20:50:00	85.437	-0.793	4.198	0.337
2018-01-17/21:10:00	2018-01-17/21:20:00	88.717	-0.592	4.235	0.092
2018-01-17/21:40:00	2018-01-17/21:50:00	99.545	-0.23	4.123	-0.693
2018-01-17/22:10:00	2018-01-17/22:20:00	97.122	-0.37	3.963	-0.497
2018-01-18/01:00:00	2018-01-18/01:10:00	74.72	0.078	3.912	1.063
2018-01-18/01:30:00	2018-01-18/01:40:00	55.998	-0.033	3.383	2.273
2018-01-18/07:00:00	2018-01-18/07:10:00	68.688	0.683	3.028	1.178
2018-01-18/07:30:00	2018-01-18/07:40:00	64.696	0.705	2.733	1.293
2018-01-18/08:00:00	2018-01-18/08:10:00	65.973	1.03	2.71	1.21
2018-01-18/08:30:00	2018-01-18/08:40:00	70.004	0.765	2.683	0.978
2018-01-18/09:30:00	2018-01-18/09:40:00	85.886	-1.378	2.215	0.17
2018-01-18/10:35:00	2018-01-18/10:45:00	56.317	-1.595	2.743	1.813
2018-01-18/11:15:00	2018-01-18/11:25:00	81.229	-1.255	2.763	0.405
2018-01-18/13:10:00	2018-01-18/13:20:00	93.802	0.588	2.878	-0.193
2018-01-18/13:50:00	2018-01-18/14:00:00	103.562	-1.68	2.645	-0.635
2018-01-18/14:20:00	2018-01-18/14:30:00	101.31	-1.08	2.89	-0.577
2018-01-18/14:50:00	2018-01-18/15:00:00	91.811	-0.862	2.972	-0.093
2018-01-18/15:20:00	2018-01-18/15:30:00	87.151	-1.44	3.0	0.153
2018-01-18/17:10:00	2018-01-18/17:20:00	21.513	-2.733	0.818	1.962
2018-01-18/17:40:00	2018-01-18/17:50:00	30.684	-2.072	1.67	2.805
2018-01-18/20:50:00	2018-01-18/21:00:00	240.504	-0.395	-2.003	-1.133
2018-01-18/23:40:00	2018-01-18/23:50:00	270.74	0.82	-4.743	0.087
2018-01-19/00:10:00	2018-01-19/00:20:00	273.324	1.037	-4.77	0.282
2018-01-19/02:35:00	2018-01-19/02:45:00	153.351	2.738	2.708	-5.412
2018-01-20/02:25:00	2018-01-20/02:35:00	294.173	-0.418	-6.602	2.968
2018-01-20/04:30:00	2018-01-20/04:40:00	118.036	1.977	6.917	-3.65
2018-01-20/12:30:00	2018-01-20/12:40:00	278.121	-1.028	-5.195	0.732
2018-01-20/14:05:00	2018-01-20/14:15:00	280.425	-1.237	-5.078	0.887
2018-01-20/14:35:00	2018-01-20/14:45:00	289.649	-4.265	-3.983	1.39
2018-01-20/15:25:00	2018-01-20/15:35:00	271.449	-3.353	-4.168	0.09
2018-01-20/15:55:00	2018-01-20/16:05:00	265.218	-1.817	-5.038	-0.428
2018-01-20/16:25:00	2018-01-20/16:35:00	260.592	0.687	-5.537	-0.922
2018-01-20/20:20:00	2018-01-20/20:30:00	59.864	-5.122	1.64	0.955
2018-01-21/03:05:00	2018-01-21/03:15:00	236.575	3.25	-2.67	-1.73
2018-01-21/05:25:00	2018-01-21/05:35:00	304.482	6.995	-1.185	0.792
2018-01-21/10:15:00	2018-01-21/10:25:00	232.93	5.728	-6.31	-4.76
2018-01-21/13:25:00	2018-01-21/13:35:00	174.642	10.023	0.368	-3.717
2018-01-21/16:30:00	2018-01-21/16:40:00	291.318	6.587	-2.75	1.088
2018-01-21/17:30:00	2018-01-21/17:40:00	268.377	5.3	-3.622	-0.132
2018-01-21/18:10:00	2018-01-21/18:20:00	283.17	5.275	-3.528	0.845
2018-01-21/18:40:00	2018-01-21/18:50:00	283.691	5.175	-3.063	0.738
2018-01-21/20:20:00	2018-01-21/20:30:00	308.422	4.08	-1.917	1.432
2018-01-21/20:50:00	2018-01-21/21:00:00	298.947	2.91	-3.175	1.742
2018-01-21/21:20:00	2018-01-21/21:30:00	290.401	0.05	-5.482	2.03
2018-01-21/21:50:00	2018-01-21/22:00:00	288.434	-0.257	-5.16	1.748
2018-01-21/22:35:00	2018-01-21/22:45:00	270.095	4.818	-3.222	-0.042
2018-01-22/00:20:00	2018-01-22/00:30:00	234.766	6.477	-4.537	-3.195
2018-01-22/19:25:00	2018-01-22/19:35:00	340.228	3.425	-0.855	2.31
2018-01-22/23:15:00	2018-01-22/23:25:00	235.397	3.037	-2.148	-1.5
2018-01-22/23:45:00	2018-01-22/23:55:00	211.46	3.693	-1.127	-1.835
2018-01-23/00:30:00	2018-01-23/00:40:00	224.3	3.775	-1.307	-1.342
2018-01-23/01:00:00	2018-01-23/01:10:00	229.569	2.388	-2.55	-2.17
2018-01-23/01:30:00	2018-01-23/01:40:00	226.117	2.962	-2.085	-1.975
2018-01-23/02:10:00	2018-01-23/02:20:00	236.669	3.327	-1.877	-1.213
2018-01-23/02:40:00	2018-01-23/02:50:00	245.514	2.82	-2.762	-1.252
2018-01-23/03:10:00	2018-01-23/03:20:00	258.744	2.272	-3.21	-0.64
2018-01-23/03:40:00	2018-01-23/03:50:00	244.975	2.05	-2.912	-1.382
2018-01-23/04:35:00	2018-01-23/04:45:00	264.439	2.572	-2.623	-0.267
2018-01-23/05:15:00	2018-01-23/05:25:00	295.093	3.303	-1.707	0.785
2018-01-23/06:20:00	2018-01-23/06:30:00	258.242	2.38	-2.627	-0.55
2018-01-23/06:55:00	2018-01-23/07:05:00	263.524	2.578	-2.682	-0.295
2018-01-23/07:25:00	2018-01-23/07:35:00	259.05	2.552	-2.92	-0.562
2018-01-23/08:15:00	2018-01-23/08:25:00	284.311	3.407	-2.262	0.575
2018-01-23/08:45:00	2018-01-23/08:55:00	263.258	3.54	-2.443	-0.293
2018-01-23/09:45:00	2018-01-23/09:55:00	265.563	-0.28	-3.795	-0.29
2018-01-23/10:15:00	2018-01-23/10:25:00	268.312	-0.378	-3.758	-0.11
2018-01-23/10:45:00	2018-01-23/10:55:00	262.315	-1.807	-3.365	-0.415
2018-01-23/11:15:00	2018-01-23/11:25:00	249.106	-3.062	-2.535	-0.967
2018-01-23/11:45:00	2018-01-23/11:55:00	253.861	-2.425	-2.947	-0.812
2018-01-23/12:15:00	2018-01-23/12:25:00	268.843	-0.993	-3.743	-0.097
2018-01-23/12:45:00	2018-01-23/12:55:00	275.294	-0.757	-4.588	0.425
2018-01-23/13:15:00	2018-01-23/13:25:00	261.54	-0.272	-4.655	-0.688
2018-01-23/13:45:00	2018-01-23/13:55:00	256.247	0.047	-4.312	-1.05
2018-01-23/14:35:00	2018-01-23/14:45:00	256.182	1.08	-3.868	-0.912
2018-01-23/15:05:00	2018-01-23/15:15:00	264.567	1.485	-3.855	-0.307
2018-01-23/15:35:00	2018-01-23/15:45:00	259.908	2.235	-3.715	-0.66
2018-01-23/16:05:00	2018-01-23/16:15:00	254.78	2.413	-3.378	-0.913
2018-01-23/16:35:00	2018-01-23/16:45:00	252.449	1.943	-3.358	-1.063
2018-01-24/04:55:00	2018-01-24/05:05:00	52.745	-1.983	1.967	1.492
2018-01-24/06:05:00	2018-01-24/06:15:00	58.389	-1.927	2.258	1.387
2018-01-24/07:00:00	2018-01-24/07:10:00	75.567	-0.862	3.432	0.885
2018-01-24/10:15:00	2018-01-24/10:25:00	212.672	2.182	-1.065	-1.772
2018-01-24/13:35:00	2018-01-24/13:45:00	114.639	0.36	6.202	-2.837
2018-01-24/14:05:00	2018-01-24/14:15:00	121.234	0.402	6.452	-3.92
2018-01-24/17:20:00	2018-01-24/17:30:00	61.495	-1.338	7.83	4.262
2018-01-24/17:50:00	2018-01-24/18:00:00	43.334	-3.218	5.578	5.873
2018-01-24/19:15:00	2018-01-24/19:25:00	42.307	-3.862	4.692	5.082
2018-01-25/15:40:00	2018-01-25/15:50:00	186.031	0.878	-0.483	-4.637
2018-01-25/19:45:00	2018-01-25/19:55:00	199.199	4.197	-0.64	-1.578
2018-01-27/00:50:00	2018-01-27/01:00:00	191.527	-2.96	-0.722	-3.345
2018-01-27/02:40:00	2018-01-27/02:50:00	250.83	2.093	-3.758	-1.31
2018-01-27/03:10:00	2018-01-27/03:20:00	248.15	2.998	-3.153	-1.265
2018-01-27/04:25:00	2018-01-27/04:35:00	291.92	3.275	-2.632	1.045
2018-01-27/08:35:00	2018-01-27/08:45:00	147.898	2.465	1.395	-2.14
2018-01-27/10:35:00	2018-01-27/10:45:00	181.547	2.755	0.01	-1.228
2018-01-27/11:20:00	2018-01-27/11:30:00	180.057	2.315	-0.017	-3.092
2018-01-27/11:50:00	2018-01-27/12:00:00	173.782	2.355	0.318	-3.122
2018-01-27/12:50:00	2018-01-27/13:00:00	195.79	1.528	-0.857	-3.107
2018-01-28/11:15:00	2018-01-28/11:25:00	191.597	1.428	-0.432	-1.965
2018-01-28/15:15:00	2018-01-28/15:25:00	289.508	0.838	-3.973	1.412
2018-01-28/16:25:00	2018-01-28/16:35:00	272.611	-0.697	-3.857	0.182
2018-01-28/16:55:00	2018-01-28/17:05:00	256.618	-1.14	-3.307	-0.788
2018-01-28/21:00:00	2018-01-28/21:10:00	253.644	2.45	-3.39	-0.995
2018-01-28/21:30:00	2018-01-28/21:40:00	260.14	1.365	-4.168	-0.725
2018-01-28/22:25:00	2018-01-28/22:35:00	268.047	1.702	-3.04	-0.117
2018-01-28/22:55:00	2018-01-28/23:05:00	263.79	1.793	-2.987	-0.337
2018-01-28/23:25:00	2018-01-28/23:35:00	259.812	2.265	-2.492	-0.447
2018-01-28/23:55:00	2018-01-29/00:05:00	257.578	1.665	-2.64	-0.58
2018-01-29/00:30:00	2018-01-29/00:40:00	255.016	1.715	-3.407	-0.902
2018-01-29/01:00:00	2018-01-29/01:10:00	256.146	1.628	-3.328	-0.825
2018-01-29/02:10:00	2018-01-29/02:20:00	256.435	1.722	-2.292	-0.55
2018-01-29/02:55:00	2018-01-29/03:05:00	70.242	-2.272	1.905	0.682
2018-01-29/03:25:00	2018-01-29/03:35:00	80.192	-2.588	1.99	0.345
2018-01-29/04:35:00	2018-01-29/04:45:00	167.432	-3.45	0.225	-0.997
2018-01-29/06:30:00	2018-01-29/06:40:00	60.706	-2.022	1.418	0.81
2018-01-29/13:25:00	2018-01-29/13:35:00	83.558	2.403	6.393	0.735
2018-01-29/14:25:00	2018-01-29/14:35:00	41.115	3.563	2.092	2.43
2018-01-29/15:25:00	2018-01-29/15:35:00	42.564	0.885	2.833	3.085
2018-01-29/16:55:00	2018-01-29/17:05:00	87.306	0.453	5.638	0.268
2018-01-29/17:35:00	2018-01-29/17:45:00	80.868	0.697	5.045	0.797
2018-01-29/19:30:00	2018-01-29/19:40:00	82.912	0.4	3.782	0.468
2018-01-29/21:10:00	2018-01-29/21:20:00	93.381	-1.558	3.615	-0.217
2018-01-29/23:25:00	2018-01-29/23:35:00	22.671	-1.985	1.267	3.028
2018-01-30/00:15:00	2018-01-30/00:25:00	65.699	-3.293	3.753	1.693
2018-01-30/01:45:00	2018-01-30/01:55:00	113.91	-0.762	3.895	-1.733
2018-01-30/02:30:00	2018-01-30/02:40:00	94.147	-0.172	4.012	-0.303
2018-01-30/04:10:00	2018-01-30/04:20:00	58.57	-1.297	3.777	2.303
2018-01-30/04:40:00	2018-01-30/04:50:00	59.091	-1.125	3.865	2.318
2018-01-30/05:10:00	2018-01-30/05:20:00	89.557	-2.515	4.162	0.022
2018-01-30/08:40:00	2018-01-30/08:50:00	105.877	0.537	3.76	-1.072
2018-01-30/09:30:00	2018-01-30/09:40:00	89.857	0.738	4.44	0.007
2018-01-30/10:55:00	2018-01-30/11:05:00	8.285	-0.942	0.437	3.043
2018-01-31/09:00:00	2018-01-31/09:10:00	162.408	3.41	1.582	-4.982
2018-01-31/10:15:00	2018-01-31/10:25:00	110.472	0.512	5.682	-2.16
2018-01-31/11:20:00	2018-01-31/11:30:00	273.813	-0.118	-6.557	0.44
2018-01-31/17:10:00	2018-01-31/17:20:00	236.17	3.065	-4.703	-3.148
2018-01-31/17:40:00	2018-01-31/17:50:00	244.629	2.288	-5.263	-2.482
2018-01-31/18:30:00	2018-01-31/18:40:00	215.032	4.868	-2.76	-3.938
2018-01-31/20:05:00	2018-01-31/20:15:00	282.008	0.573	-5.643	1.27
2018-01-31/20:50:00	2018-01-31/21:00:00	204.062	0.897	-1.783	-4.0
2018-02-01/00:00:00	2018-02-01/00:10:00	237.755	2.265	-2.227	-1.408
2018-02-01/01:45:00	2018-02-01/01:55:00	285.624	3.417	-1.995	0.578
2018-02-01/02:20:00	2018-02-01/02:30:00	254.096	3.45	-2.42	-0.688
2018-02-01/02:50:00	2018-02-01/03:00:00	253.645	3.538	-2.487	-0.717
2018-02-01/09:50:00	2018-02-01/10:00:00	291.905	3.242	-3.678	1.473
2018-02-01/10:55:00	2018-02-01/11:05:00	294.279	2.568	-3.905	1.76
2018-02-01/11:25:00	2018-02-01/11:35:00	294.444	2.292	-3.48	1.577
2018-02-01/14:05:00	2018-02-01/14:15:00	259.704	1.778	-2.313	-0.433
2018-02-01/15:15:00	2018-02-01/15:25:00	301.145	2.128	-2.388	1.462
2018-02-01/16:10:00	2018-02-01/16:20:00	278.445	2.522	-3.335	0.5
2018-02-01/17:45:00	2018-02-01/17:55:00	199.426	1.168	-1.272	-3.592
2018-02-01/21:05:00	2018-02-01/21:15:00	262.568	-0.135	-3.54	-0.448
2018-02-01/22:50:00	2018-02-01/23:00:00	252.674	2.005	-2.887	-0.87
2018-02-02/00:05:00	2018-02-02/00:15:00	232.316	2.532	-2.913	-2.223
2018-02-02/00:35:00	2018-02-02/00:45:00	237.428	2.717	-2.947	-1.898
2018-02-02/01:05:00	2018-02-02/01:15:00	232.732	2.39	-2.87	-2.167
2018-02-02/01:35:00	2018-02-02/01:45:00	234.859	1.998	-3.155	-2.228
2018-02-02/02:05:00	2018-02-02/02:15:00	256.828	2.213	-3.655	-0.868
2018-02-02/02:50:00	2018-02-02/03:00:00	209.591	0.077	-2.007	-3.545
2018-02-02/03:20:00	2018-02-02/03:30:00	222.102	0.378	-2.685	-2.975
2018-02-02/04:00:00	2018-02-02/04:10:00	251.528	0.155	-3.91	-1.303
2018-02-02/04:30:00	2018-02-02/04:40:00	251.908	0.13	-3.925	-1.278
2018-02-02/05:20:00	2018-02-02/05:30:00	260.386	0.402	-4.35	-0.723
2018-02-02/05:50:00	2018-02-02/06:00:00	254.512	-0.483	-4.36	-1.208
2018-02-02/06:20:00	2018-02-02/06:30:00	257.735	-0.567	-4.425	-0.965
2018-02-03/02:30:00	2018-02-03/02:40:00	61.638	-2.158	1.505	0.803
2018-02-03/03:40:00	2018-02-03/03:50:00	59.038	-2.073	1.185	0.695
2018-02-03/04:20:00	2018-02-03/04:30:00	128.052	-1.967	1.028	-0.887
2018-02-03/06:55:00	2018-02-03/07:05:00	164.733	-2.042	0.538	-2.052
2018-02-03/11:45:00	2018-02-03/11:55:00	276.779	1.765	-1.688	0.203
2018-02-03/12:20:00	2018-02-03/12:30:00	269.557	1.847	-1.367	-0.005
2018-02-03/13:40:00	2018-02-03/13:50:00	272.479	2.528	-1.797	0.055
2018-02-03/16:20:00	2018-02-03/16:30:00	99.188	-1.163	1.998	-0.332
2018-02-03/19:45:00	2018-02-03/19:55:00	195.888	2.353	-1.125	-3.96
2018-02-03/22:15:00	2018-02-03/22:25:00	92.357	-0.537	3.055	-0.145
2018-02-03/23:05:00	2018-02-03/23:15:00	43.194	-2.227	2.155	2.273
2018-02-04/07:30:00	2018-02-04/07:40:00	108.461	-1.283	3.292	-1.105
2018-02-04/08:05:00	2018-02-04/08:15:00	100.199	-2.072	3.512	-0.655
2018-02-04/08:35:00	2018-02-04/08:45:00	84.972	-2.313	3.097	0.263
2018-02-04/09:20:00	2018-02-04/09:30:00	34.917	-3.322	1.03	1.465
2018-02-04/09:50:00	2018-02-04/10:00:00	9.708	-2.933	0.362	2.18
2018-02-04/10:20:00	2018-02-04/10:30:00	349.716	-2.875	-0.368	1.952
2018-02-04/11:20:00	2018-02-04/11:30:00	50.492	-3.887	1.375	1.133
2018-02-04/11:50:00	2018-02-04/12:00:00	53.882	-3.718	1.412	1.038
2018-02-04/13:20:00	2018-02-04/13:30:00	20.495	-4.58	0.72	1.872
2018-02-04/14:55:00	2018-02-04/15:05:00	25.975	-4.855	1.453	2.997
2018-02-04/18:15:00	2018-02-04/18:25:00	90.887	-5.108	6.692	-0.108
2018-02-04/19:35:00	2018-02-04/19:45:00	31.063	-7.593	1.932	3.158
2018-02-04/21:00:00	2018-02-04/21:10:00	52.688	-5.252	3.617	2.67
2018-02-06/00:25:00	2018-02-06/00:35:00	58.395	-4.22	1.658	1.03
2018-02-06/01:05:00	2018-02-06/01:15:00	31.357	-4.48	0.965	1.557
2018-02-06/06:30:00	2018-02-06/06:40:00	156.249	-3.553	1.207	-2.74
2018-02-06/07:00:00	2018-02-06/07:10:00	152.31	-3.573	1.437	-2.667
2018-02-06/07:30:00	2018-02-06/07:40:00	148.696	-3.91	1.21	-1.975
2018-02-06/08:00:00	2018-02-06/08:10:00	130.315	-3.698	1.992	-1.693
2018-02-06/08:40:00	2018-02-06/08:50:00	88.035	-4.208	2.195	0.03
2018-02-06/09:10:00	2018-02-06/09:20:00	71.91	-4.328	1.842	0.58
2018-02-06/11:30:00	2018-02-06/11:40:00	89.275	-1.395	5.19	0.057
2018-02-06/12:35:00	2018-02-06/12:45:00	43.808	-3.853	1.973	2.072
2018-02-06/13:05:00	2018-02-06/13:15:00	52.743	-3.997	2.475	1.878
2018-02-06/14:05:00	2018-02-06/14:15:00	81.948	-5.25	1.972	0.32
2018-02-06/15:40:00	2018-02-06/15:50:00	30.69	-4.208	1.382	2.39
2018-02-07/00:35:00	2018-02-07/00:45:00	73.939	-2.347	2.49	0.717
2018-02-07/01:15:00	2018-02-07/01:25:00	87.487	-2.25	2.862	0.12
2018-02-07/02:00:00	2018-02-07/02:10:00	85.977	-2.087	2.622	0.172
2018-02-07/03:55:00	2018-02-07/04:05:00	63.641	-0.91	2.793	1.385
2018-02-07/04:25:00	2018-02-07/04:35:00	52.553	-1.825	1.75	1.315
2018-02-07/05:15:00	2018-02-07/05:25:00	66.748	-0.183	2.765	1.16
2018-02-07/05:45:00	2018-02-07/05:55:00	72.724	0.197	2.913	0.908
2018-02-07/06:15:00	2018-02-07/06:25:00	80.61	-0.107	2.943	0.488
2018-02-07/06:45:00	2018-02-07/06:55:00	82.579	0.593	3.067	0.393
2018-02-07/07:30:00	2018-02-07/07:40:00	73.551	-1.92	2.792	0.778
2018-02-07/08:20:00	2018-02-07/08:30:00	88.235	-1.815	2.635	0.07
2018-02-07/11:45:00	2018-02-07/11:55:00	119.193	-1.647	3.36	-1.878
2018-02-07/12:35:00	2018-02-07/12:45:00	70.226	-2.558	2.585	0.917
2018-02-07/13:05:00	2018-02-07/13:15:00	57.541	-2.797	2.577	1.66
2018-02-07/14:10:00	2018-02-07/14:20:00	62.969	-2.768	2.383	1.22
2018-02-07/14:40:00	2018-02-07/14:50:00	44.417	-2.247	1.873	1.91
2018-02-07/15:20:00	2018-02-07/15:30:00	36.01	-2.18	1.762	2.418
2018-02-08/16:40:00	2018-02-08/16:50:00	266.827	2.538	-4.418	-0.247
2018-02-08/17:15:00	2018-02-08/17:25:00	256.965	2.677	-4.122	-1.017
